month,policeprecinct,requesttype,n
2020-03,WEST LOS ANGELES,Multiple Streetlight Issue,26
2020-03,WEST LOS ANGELES,Single Streetlight Issue,47
2020-03,WEST VALLEY,Bulky Items,2784
2020-03,WEST VALLEY,Dead Animal Removal,75
2020-03,WEST VALLEY,Electronic Waste,164
2020-03,WEST VALLEY,Graffiti Removal,1162
2020-03,WEST VALLEY,Homeless Encampment,159
2020-03,WEST VALLEY,Illegal Dumping Pickup,554
2020-03,WEST VALLEY,Metal/Household Appliances,489
2020-03,WEST VALLEY,Multiple Streetlight Issue,11
2020-03,WEST VALLEY,Single Streetlight Issue,14
2020-03,WILSHIRE,Bulky Items,1942
2020-03,WILSHIRE,Dead Animal Removal,61
2020-03,WILSHIRE,Electronic Waste,106
2020-03,WILSHIRE,Graffiti Removal,720
2020-03,WILSHIRE,Homeless Encampment,139
2020-03,WILSHIRE,Illegal Dumping Pickup,215
2020-03,WILSHIRE,Metal/Household Appliances,405
2020-03,WILSHIRE,Multiple Streetlight Issue,66
2020-03,WILSHIRE,Single Streetlight Issue,50
2020-04,77TH STREET,Bulky Items,3376
2020-04,77TH STREET,Dead Animal Removal,100
2020-04,77TH STREET,Electronic Waste,277
2020-04,77TH STREET,Graffiti Removal,1358
2020-04,77TH STREET,Homeless Encampment,135
2020-04,77TH STREET,Illegal Dumping Pickup,674
2020-04,77TH STREET,Metal/Household Appliances,661
2020-04,77TH STREET,Multiple Streetlight Issue,19
2020-04,77TH STREET,Single Streetlight Issue,32
2020-04,CENTRAL,Bulky Items,240
2020-04,CENTRAL,Dead Animal Removal,26
2020-04,CENTRAL,Electronic Waste,15
2020-04,CENTRAL,Graffiti Removal,1034
2020-04,CENTRAL,Homeless Encampment,210
2020-04,CENTRAL,Illegal Dumping Pickup,56
2020-04,CENTRAL,Metal/Household Appliances,36
2020-04,CENTRAL,Multiple Streetlight Issue,17
2020-04,CENTRAL,Single Streetlight Issue,21
2020-04,DEVONSHIRE,Bulky Items,3166
2020-04,DEVONSHIRE,Dead Animal Removal,195
2020-04,DEVONSHIRE,Electronic Waste,295
2020-04,DEVONSHIRE,Graffiti Removal,602
2020-04,DEVONSHIRE,Homeless Encampment,109
2020-04,DEVONSHIRE,Illegal Dumping Pickup,358
2020-04,DEVONSHIRE,Metal/Household Appliances,847
2020-04,DEVONSHIRE,Multiple Streetlight Issue,14
2020-04,DEVONSHIRE,Single Streetlight Issue,37
2020-04,FOOTHILL,Bulky Items,2871
2020-04,FOOTHILL,Dead Animal Removal,109
2020-04,FOOTHILL,Electronic Waste,248
2020-04,FOOTHILL,Graffiti Removal,656
2020-04,FOOTHILL,Homeless Encampment,112
2020-04,FOOTHILL,Illegal Dumping Pickup,681
2020-04,FOOTHILL,Metal/Household Appliances,639
2020-04,FOOTHILL,Multiple Streetlight Issue,40
2020-04,FOOTHILL,Single Streetlight Issue,28
2020-04,HARBOR,Bulky Items,2603
2020-04,HARBOR,Dead Animal Removal,91
2020-04,HARBOR,Electronic Waste,254
2020-04,HARBOR,Graffiti Removal,1116
2020-04,HARBOR,Homeless Encampment,56
2020-04,HARBOR,Illegal Dumping Pickup,277
2020-04,HARBOR,Metal/Household Appliances,677
2020-04,HARBOR,Multiple Streetlight Issue,9
2020-04,HARBOR,Single Streetlight Issue,22
2020-04,HOLLENBECK,Bulky Items,2241
2020-04,HOLLENBECK,Dead Animal Removal,82
2020-04,HOLLENBECK,Electronic Waste,191
2020-04,HOLLENBECK,Graffiti Removal,1786
2020-04,HOLLENBECK,Homeless Encampment,124
2020-04,HOLLENBECK,Illegal Dumping Pickup,325
2020-04,HOLLENBECK,Metal/Household Appliances,364
2020-04,HOLLENBECK,Multiple Streetlight Issue,19
2020-04,HOLLENBECK,Single Streetlight Issue,19
2020-04,HOLLYWOOD,Bulky Items,1698
2020-04,HOLLYWOOD,Dead Animal Removal,31
2020-04,HOLLYWOOD,Electronic Waste,103
2020-04,HOLLYWOOD,Graffiti Removal,1175
2020-04,HOLLYWOOD,Homeless Encampment,184
2020-04,HOLLYWOOD,Illegal Dumping Pickup,243
2020-04,HOLLYWOOD,Metal/Household Appliances,320
2020-04,HOLLYWOOD,Multiple Streetlight Issue,17
2020-04,HOLLYWOOD,Single Streetlight Issue,44
2020-04,MISSION,Bulky Items,3851
2020-04,MISSION,Dead Animal Removal,131
2020-04,MISSION,Electronic Waste,354
2020-04,MISSION,Graffiti Removal,634
2020-04,MISSION,Homeless Encampment,197
2020-04,MISSION,Illegal Dumping Pickup,773
2020-04,MISSION,Metal/Household Appliances,838
2020-04,MISSION,Multiple Streetlight Issue,10
2020-04,MISSION,Single Streetlight Issue,42
2020-04,NEWTON,Bulky Items,1624
2020-04,NEWTON,Dead Animal Removal,60
2020-04,NEWTON,Electronic Waste,145
2020-04,NEWTON,Graffiti Removal,3290
2020-04,NEWTON,Homeless Encampment,211
2020-04,NEWTON,Illegal Dumping Pickup,449
2020-04,NEWTON,Metal/Household Appliances,324
2020-04,NEWTON,Multiple Streetlight Issue,50
2020-04,NEWTON,Single Streetlight Issue,32
2020-04,NORTH HOLLYWOOD,Bulky Items,3017
2020-04,NORTH HOLLYWOOD,Dead Animal Removal,104
2020-04,NORTH HOLLYWOOD,Electronic Waste,208
2020-04,NORTH HOLLYWOOD,Graffiti Removal,1407
2020-04,NORTH HOLLYWOOD,Homeless Encampment,292
2020-04,NORTH HOLLYWOOD,Illegal Dumping Pickup,335
2020-04,NORTH HOLLYWOOD,Metal/Household Appliances,624
2020-04,NORTH HOLLYWOOD,Multiple Streetlight Issue,32
2020-04,NORTH HOLLYWOOD,Single Streetlight Issue,39
2020-04,NORTHEAST,Bulky Items,3728
2020-04,NORTHEAST,Dead Animal Removal,128
2020-04,NORTHEAST,Electronic Waste,328
2020-04,NORTHEAST,Graffiti Removal,1323
2020-04,NORTHEAST,Homeless Encampment,133
2020-04,NORTHEAST,Illegal Dumping Pickup,348
2020-04,NORTHEAST,Metal/Household Appliances,859
2020-04,NORTHEAST,Multiple Streetlight Issue,22
2020-04,NORTHEAST,Single Streetlight Issue,30
2020-04,OLYMPIC,Bulky Items,1915
2020-04,OLYMPIC,Dead Animal Removal,56
2020-04,OLYMPIC,Electronic Waste,108
2020-04,OLYMPIC,Graffiti Removal,1668
2020-04,OLYMPIC,Homeless Encampment,358
2020-04,OLYMPIC,Illegal Dumping Pickup,457
2020-04,OLYMPIC,Metal/Household Appliances,300
2020-04,OLYMPIC,Multiple Streetlight Issue,35
2020-04,OLYMPIC,Single Streetlight Issue,50
2020-04,PACIFIC,Bulky Items,2436
2020-04,PACIFIC,Dead Animal Removal,75
2020-04,PACIFIC,Electronic Waste,216
2020-04,PACIFIC,Graffiti Removal,881
2020-04,PACIFIC,Homeless Encampment,251
2020-04,PACIFIC,Illegal Dumping Pickup,262
2020-04,PACIFIC,Metal/Household Appliances,566
2020-04,PACIFIC,Multiple Streetlight Issue,9
2020-04,PACIFIC,Single Streetlight Issue,47
2020-04,RAMPART,Bulky Items,1575
2020-04,RAMPART,Dead Animal Removal,41
2020-04,RAMPART,Electronic Waste,93
2020-04,RAMPART,Graffiti Removal,2048
2020-04,RAMPART,Homeless Encampment,162
2020-04,RAMPART,Illegal Dumping Pickup,438
2020-04,RAMPART,Metal/Household Appliances,264
2020-04,RAMPART,Multiple Streetlight Issue,19
2020-04,RAMPART,Single Streetlight Issue,23
2020-04,SOUTHEAST,Bulky Items,2249
2020-04,SOUTHEAST,Dead Animal Removal,93
2020-04,SOUTHEAST,Electronic Waste,204
2020-04,SOUTHEAST,Graffiti Removal,1116
2020-04,SOUTHEAST,Homeless Encampment,68
2020-04,SOUTHEAST,Illegal Dumping Pickup,537
2020-04,SOUTHEAST,Metal/Household Appliances,450
2020-04,SOUTHEAST,Multiple Streetlight Issue,12
2020-04,SOUTHEAST,Single Streetlight Issue,20
2020-04,SOUTHWEST,Bulky Items,2549
2020-04,SOUTHWEST,Dead Animal Removal,100
2020-04,SOUTHWEST,Electronic Waste,239
2020-04,SOUTHWEST,Graffiti Removal,1025
2020-04,SOUTHWEST,Homeless Encampment,53
2020-04,SOUTHWEST,Illegal Dumping Pickup,418
2020-04,SOUTHWEST,Metal/Household Appliances,533
2020-04,SOUTHWEST,Multiple Streetlight Issue,16
2020-04,SOUTHWEST,Single Streetlight Issue,17
2020-04,TOPANGA,Bulky Items,2624
2020-04,TOPANGA,Dead Animal Removal,128
2020-04,TOPANGA,Electronic Waste,211
2020-04,TOPANGA,Graffiti Removal,347
2020-04,TOPANGA,Homeless Encampment,477
2020-04,TOPANGA,Illegal Dumping Pickup,402
2020-04,TOPANGA,Metal/Household Appliances,724
2020-04,TOPANGA,Multiple Streetlight Issue,4
2020-04,TOPANGA,Single Streetlight Issue,15
2020-04,VAN NUYS,Bulky Items,2364
2020-04,VAN NUYS,Dead Animal Removal,96
2020-04,VAN NUYS,Electronic Waste,173
2020-04,VAN NUYS,Graffiti Removal,1093
2020-04,VAN NUYS,Homeless Encampment,259
2020-04,VAN NUYS,Illegal Dumping Pickup,288
2020-04,VAN NUYS,Metal/Household Appliances,406
2020-04,VAN NUYS,Multiple Streetlight Issue,9
2020-04,VAN NUYS,Single Streetlight Issue,12
2020-04,WEST LOS ANGELES,Bulky Items,2194
2020-04,WEST LOS ANGELES,Dead Animal Removal,59
2020-04,WEST LOS ANGELES,Electronic Waste,182
2020-04,WEST LOS ANGELES,Graffiti Removal,595
2020-04,WEST LOS ANGELES,Homeless Encampment,175
2020-04,WEST LOS ANGELES,Illegal Dumping Pickup,320
2020-04,WEST LOS ANGELES,Metal/Household Appliances,531
2020-04,WEST LOS ANGELES,Multiple Streetlight Issue,22
2020-04,WEST LOS ANGELES,Single Streetlight Issue,29
2020-04,WEST VALLEY,Bulky Items,2684
2020-04,WEST VALLEY,Dead Animal Removal,100
2020-04,WEST VALLEY,Electronic Waste,212
2020-04,WEST VALLEY,Graffiti Removal,1062
2020-04,WEST VALLEY,Homeless Encampment,215
2020-04,WEST VALLEY,Illegal Dumping Pickup,478
2020-04,WEST VALLEY,Metal/Household Appliances,601
2020-04,WEST VALLEY,Multiple Streetlight Issue,10
2020-04,WEST VALLEY,Single Streetlight Issue,26
2020-04,WILSHIRE,Bulky Items,2306
2020-04,WILSHIRE,Dead Animal Removal,63
2020-04,WILSHIRE,Electronic Waste,181
2020-04,WILSHIRE,Graffiti Removal,1104
2020-04,WILSHIRE,Homeless Encampment,183
2020-04,WILSHIRE,Illegal Dumping Pickup,288
2020-04,WILSHIRE,Metal/Household Appliances,474
2020-04,WILSHIRE,Multiple Streetlight Issue,48
2020-04,WILSHIRE,Single Streetlight Issue,63
2020-05,77TH STREET,Bulky Items,3992
2020-05,77TH STREET,Dead Animal Removal,112
2020-05,77TH STREET,Electronic Waste,338
2020-05,77TH STREET,Graffiti Removal,2131
2020-05,77TH STREET,Homeless Encampment,131
2020-05,77TH STREET,Illegal Dumping Pickup,879
2020-05,77TH STREET,Metal/Household Appliances,792
2020-05,77TH STREET,Multiple Streetlight Issue,20
2020-05,77TH STREET,Single Streetlight Issue,33
2020-05,CENTRAL,Bulky Items,368
2020-05,CENTRAL,Dead Animal Removal,12
2020-05,CENTRAL,Electronic Waste,14
2020-05,CENTRAL,Graffiti Removal,1292
2020-05,CENTRAL,Homeless Encampment,137
2020-05,CENTRAL,Illegal Dumping Pickup,117
2020-05,CENTRAL,Metal/Household Appliances,49
2020-05,CENTRAL,Multiple Streetlight Issue,11
2020-05,CENTRAL,Single Streetlight Issue,75
2020-05,DEVONSHIRE,Bulky Items,4084
2020-05,DEVONSHIRE,Dead Animal Removal,196
2020-05,DEVONSHIRE,Electronic Waste,400
2020-05,DEVONSHIRE,Graffiti Removal,642
2020-05,DEVONSHIRE,Homeless Encampment,154
2020-05,DEVONSHIRE,Illegal Dumping Pickup,356
2020-05,DEVONSHIRE,Metal/Household Appliances,1064
2020-05,DEVONSHIRE,Multiple Streetlight Issue,21
2020-05,DEVONSHIRE,Single Streetlight Issue,48
2020-05,FOOTHILL,Bulky Items,3411
2020-05,FOOTHILL,Dead Animal Removal,98
2020-05,FOOTHILL,Electronic Waste,286
2020-05,FOOTHILL,Graffiti Removal,769
2020-05,FOOTHILL,Homeless Encampment,164
2020-05,FOOTHILL,Illegal Dumping Pickup,897
2020-05,FOOTHILL,Metal/Household Appliances,739
2020-05,FOOTHILL,Multiple Streetlight Issue,21
2020-05,FOOTHILL,Single Streetlight Issue,25
2020-05,HARBOR,Bulky Items,3060
2020-05,HARBOR,Dead Animal Removal,75
2020-05,HARBOR,Electronic Waste,270
2020-05,HARBOR,Graffiti Removal,1707
2020-05,HARBOR,Homeless Encampment,47
2020-05,HARBOR,Illegal Dumping Pickup,310
2020-05,HARBOR,Metal/Household Appliances,785
2020-05,HARBOR,Multiple Streetlight Issue,10
2020-05,HARBOR,Single Streetlight Issue,25
2020-05,HOLLENBECK,Bulky Items,2939
2020-05,HOLLENBECK,Dead Animal Removal,109
2020-05,HOLLENBECK,Electronic Waste,224
2020-05,HOLLENBECK,Graffiti Removal,2039
2020-05,HOLLENBECK,Homeless Encampment,178
2020-05,HOLLENBECK,Illegal Dumping Pickup,408
2020-05,HOLLENBECK,Metal/Household Appliances,490
2020-05,HOLLENBECK,Multiple Streetlight Issue,21
2020-05,HOLLENBECK,Single Streetlight Issue,37
2020-05,HOLLYWOOD,Bulky Items,1887
2020-05,HOLLYWOOD,Dead Animal Removal,60
2020-05,HOLLYWOOD,Electronic Waste,122
2020-05,HOLLYWOOD,Graffiti Removal,997
2020-05,HOLLYWOOD,Homeless Encampment,226
2020-05,HOLLYWOOD,Illegal Dumping Pickup,288
2020-05,HOLLYWOOD,Metal/Household Appliances,360
2020-05,HOLLYWOOD,Multiple Streetlight Issue,12
2020-05,HOLLYWOOD,Single Streetlight Issue,41
2020-05,MISSION,Bulky Items,4303
2020-05,MISSION,Dead Animal Removal,158
2020-05,MISSION,Electronic Waste,381
2020-05,MISSION,Graffiti Removal,1294
2020-05,MISSION,Homeless Encampment,205
2020-05,MISSION,Illegal Dumping Pickup,899
2020-05,MISSION,Metal/Household Appliances,949
2020-05,MISSION,Multiple Streetlight Issue,23
2020-05,MISSION,Single Streetlight Issue,31
2020-05,NEWTON,Bulky Items,1865
2020-05,NEWTON,Dead Animal Removal,82
2020-05,NEWTON,Electronic Waste,137
2020-05,NEWTON,Graffiti Removal,5491
2020-05,NEWTON,Homeless Encampment,306
2020-05,NEWTON,Illegal Dumping Pickup,648
2020-05,NEWTON,Metal/Household Appliances,372
2020-05,NEWTON,Multiple Streetlight Issue,31
2020-05,NEWTON,Single Streetlight Issue,43
2020-05,NORTH HOLLYWOOD,Bulky Items,3511
2020-05,NORTH HOLLYWOOD,Dead Animal Removal,130
2020-05,NORTH HOLLYWOOD,Electronic Waste,254
2020-05,NORTH HOLLYWOOD,Graffiti Removal,991
2020-05,NORTH HOLLYWOOD,Homeless Encampment,217
2020-05,NORTH HOLLYWOOD,Illegal Dumping Pickup,471
2020-05,NORTH HOLLYWOOD,Metal/Household Appliances,699
2020-05,NORTH HOLLYWOOD,Multiple Streetlight Issue,35
2020-05,NORTH HOLLYWOOD,Single Streetlight Issue,45
2020-05,NORTHEAST,Bulky Items,4540
2020-05,NORTHEAST,Dead Animal Removal,149
2020-05,NORTHEAST,Electronic Waste,423
2020-05,NORTHEAST,Graffiti Removal,1524
2020-05,NORTHEAST,Homeless Encampment,207
2020-05,NORTHEAST,Illegal Dumping Pickup,426
2020-05,NORTHEAST,Metal/Household Appliances,1061
2020-05,NORTHEAST,Multiple Streetlight Issue,15
2020-05,NORTHEAST,Single Streetlight Issue,30
2020-05,OLYMPIC,Bulky Items,2059
2020-05,OLYMPIC,Dead Animal Removal,53
2020-05,OLYMPIC,Electronic Waste,114
2020-05,OLYMPIC,Graffiti Removal,1315
2020-05,OLYMPIC,Homeless Encampment,276
2020-05,OLYMPIC,Illegal Dumping Pickup,516
2020-05,OLYMPIC,Metal/Household Appliances,314
2020-05,OLYMPIC,Multiple Streetlight Issue,34
2020-05,OLYMPIC,Single Streetlight Issue,49
2020-05,PACIFIC,Bulky Items,3039
2020-05,PACIFIC,Dead Animal Removal,73
2020-05,PACIFIC,Electronic Waste,252
2020-05,PACIFIC,Graffiti Removal,827
2020-05,PACIFIC,Homeless Encampment,277
2020-05,PACIFIC,Illegal Dumping Pickup,300
2020-05,PACIFIC,Metal/Household Appliances,741
2020-05,PACIFIC,Multiple Streetlight Issue,11
2020-05,PACIFIC,Single Streetlight Issue,27
2020-05,RAMPART,Bulky Items,2006
2020-05,RAMPART,Dead Animal Removal,44
2020-05,RAMPART,Electronic Waste,112
2020-05,RAMPART,Graffiti Removal,2336
2020-05,RAMPART,Homeless Encampment,166
2020-05,RAMPART,Illegal Dumping Pickup,698
2020-05,RAMPART,Metal/Household Appliances,315
2020-05,RAMPART,Multiple Streetlight Issue,11
2020-05,RAMPART,Single Streetlight Issue,31
2020-05,SOUTHEAST,Bulky Items,2495
2020-05,SOUTHEAST,Dead Animal Removal,120
2020-05,SOUTHEAST,Electronic Waste,237
2020-05,SOUTHEAST,Graffiti Removal,1010
2020-05,SOUTHEAST,Homeless Encampment,83
2020-05,SOUTHEAST,Illegal Dumping Pickup,605
2020-05,SOUTHEAST,Metal/Household Appliances,586
2020-05,SOUTHEAST,Multiple Streetlight Issue,10
2020-05,SOUTHEAST,Single Streetlight Issue,19
2020-05,SOUTHWEST,Bulky Items,3494
2020-05,SOUTHWEST,Dead Animal Removal,96
2020-05,SOUTHWEST,Electronic Waste,318
2020-05,SOUTHWEST,Graffiti Removal,1068
2020-05,SOUTHWEST,Homeless Encampment,118
2020-05,SOUTHWEST,Illegal Dumping Pickup,599
2020-05,SOUTHWEST,Metal/Household Appliances,731
2020-05,SOUTHWEST,Multiple Streetlight Issue,11
2020-05,SOUTHWEST,Single Streetlight Issue,27
2020-05,TOPANGA,Bulky Items,3180
2020-05,TOPANGA,Dead Animal Removal,153
2020-05,TOPANGA,Electronic Waste,275
2020-05,TOPANGA,Graffiti Removal,303
2020-05,TOPANGA,Homeless Encampment,349
2020-05,TOPANGA,Illegal Dumping Pickup,385
2020-05,TOPANGA,Metal/Household Appliances,815
2020-05,TOPANGA,Multiple Streetlight Issue,8
2020-05,TOPANGA,Single Streetlight Issue,24
2020-05,VAN NUYS,Bulky Items,2818
2020-05,VAN NUYS,Dead Animal Removal,123
2020-05,VAN NUYS,Electronic Waste,222
2020-05,VAN NUYS,Graffiti Removal,927
2020-05,VAN NUYS,Homeless Encampment,237
2020-05,VAN NUYS,Illegal Dumping Pickup,306
2020-05,VAN NUYS,Metal/Household Appliances,489
2020-05,VAN NUYS,Multiple Streetlight Issue,16
2020-05,VAN NUYS,Single Streetlight Issue,19
2020-05,WEST LOS ANGELES,Bulky Items,2577
2020-05,WEST LOS ANGELES,Dead Animal Removal,76
2020-05,WEST LOS ANGELES,Electronic Waste,250
2020-05,WEST LOS ANGELES,Graffiti Removal,529
2020-05,WEST LOS ANGELES,Homeless Encampment,196
2020-05,WEST LOS ANGELES,Illegal Dumping Pickup,239
2020-05,WEST LOS ANGELES,Metal/Household Appliances,608
2020-05,WEST LOS ANGELES,Multiple Streetlight Issue,30
2020-05,WEST LOS ANGELES,Single Streetlight Issue,45
2020-05,WEST VALLEY,Bulky Items,3310
2020-05,WEST VALLEY,Dead Animal Removal,140
2020-05,WEST VALLEY,Electronic Waste,270
2020-05,WEST VALLEY,Graffiti Removal,974
2020-05,WEST VALLEY,Homeless Encampment,147
2020-05,WEST VALLEY,Illegal Dumping Pickup,606
2020-05,WEST VALLEY,Metal/Household Appliances,708
2020-05,WEST VALLEY,Multiple Streetlight Issue,7
2020-05,WEST VALLEY,Single Streetlight Issue,25
2020-05,WILSHIRE,Bulky Items,2546
2020-05,WILSHIRE,Dead Animal Removal,83
2020-05,WILSHIRE,Electronic Waste,186
2020-05,WILSHIRE,Graffiti Removal,1029
2020-05,WILSHIRE,Homeless Encampment,313
2020-05,WILSHIRE,Illegal Dumping Pickup,341
2020-05,WILSHIRE,Metal/Household Appliances,563
2020-05,WILSHIRE,Multiple Streetlight Issue,20
2020-05,WILSHIRE,Single Streetlight Issue,41
2020-06,77TH STREET,Bulky Items,4115
2020-06,77TH STREET,Dead Animal Removal,141
2020-06,77TH STREET,Electronic Waste,297
2020-06,77TH STREET,Graffiti Removal,1070
2020-06,77TH STREET,Homeless Encampment,116
2020-06,77TH STREET,Illegal Dumping Pickup,973
2020-06,77TH STREET,Metal/Household Appliances,732
2020-06,77TH STREET,Multiple Streetlight Issue,8
2020-06,77TH STREET,Single Streetlight Issue,33
2020-06,CENTRAL,Bulky Items,397
2020-06,CENTRAL,Dead Animal Removal,16
2020-06,CENTRAL,Electronic Waste,16
2020-06,CENTRAL,Graffiti Removal,2420
2020-06,CENTRAL,Homeless Encampment,133
2020-06,CENTRAL,Illegal Dumping Pickup,151
2020-06,CENTRAL,Metal/Household Appliances,54
2020-06,CENTRAL,Multiple Streetlight Issue,11
2020-06,CENTRAL,Single Streetlight Issue,10
2020-06,DEVONSHIRE,Bulky Items,4331
2020-06,DEVONSHIRE,Dead Animal Removal,191
2020-06,DEVONSHIRE,Electronic Waste,395
2020-06,DEVONSHIRE,Graffiti Removal,664
2020-06,DEVONSHIRE,Homeless Encampment,170
2020-06,DEVONSHIRE,Illegal Dumping Pickup,397
2020-06,DEVONSHIRE,Metal/Household Appliances,1067
2020-06,DEVONSHIRE,Multiple Streetlight Issue,6
2020-06,DEVONSHIRE,Single Streetlight Issue,19
2020-06,FOOTHILL,Bulky Items,3485
2020-06,FOOTHILL,Dead Animal Removal,120
2020-06,FOOTHILL,Electronic Waste,293
2020-06,FOOTHILL,Graffiti Removal,950
2020-06,FOOTHILL,Homeless Encampment,163
2020-06,FOOTHILL,Illegal Dumping Pickup,1012
2020-06,FOOTHILL,Metal/Household Appliances,685
2020-06,FOOTHILL,Multiple Streetlight Issue,16
2020-06,FOOTHILL,Single Streetlight Issue,35
2020-06,HARBOR,Bulky Items,3218
2020-06,HARBOR,Dead Animal Removal,106
2020-06,HARBOR,Electronic Waste,297
2020-06,HARBOR,Graffiti Removal,1344
2020-06,HARBOR,Homeless Encampment,58
2020-06,HARBOR,Illegal Dumping Pickup,358
2020-06,HARBOR,Metal/Household Appliances,827
2020-06,HARBOR,Multiple Streetlight Issue,5
2020-06,HARBOR,Single Streetlight Issue,16
2020-06,HOLLENBECK,Bulky Items,2836
2020-06,HOLLENBECK,Dead Animal Removal,105
2020-06,HOLLENBECK,Electronic Waste,250
2020-06,HOLLENBECK,Graffiti Removal,2325
2020-06,HOLLENBECK,Homeless Encampment,147
2020-06,HOLLENBECK,Illegal Dumping Pickup,519
2020-06,HOLLENBECK,Metal/Household Appliances,441
2020-06,HOLLENBECK,Multiple Streetlight Issue,17
2020-06,HOLLENBECK,Single Streetlight Issue,29
2020-06,HOLLYWOOD,Bulky Items,2102
2020-06,HOLLYWOOD,Dead Animal Removal,56
2020-06,HOLLYWOOD,Electronic Waste,139
2020-06,HOLLYWOOD,Graffiti Removal,1665
2020-06,HOLLYWOOD,Homeless Encampment,199
2020-06,HOLLYWOOD,Illegal Dumping Pickup,326
2020-06,HOLLYWOOD,Metal/Household Appliances,386
2020-06,HOLLYWOOD,Multiple Streetlight Issue,5
2020-06,HOLLYWOOD,Single Streetlight Issue,31
2020-06,MISSION,Bulky Items,4483
2020-06,MISSION,Dead Animal Removal,144
2020-06,MISSION,Electronic Waste,367
2020-06,MISSION,Graffiti Removal,1630
2020-06,MISSION,Homeless Encampment,258
2020-06,MISSION,Illegal Dumping Pickup,1075
2020-06,MISSION,Metal/Household Appliances,918
2020-06,MISSION,Multiple Streetlight Issue,12
2020-06,MISSION,Single Streetlight Issue,32
2020-06,NEWTON,Bulky Items,2135
2020-06,NEWTON,Dead Animal Removal,79
2020-06,NEWTON,Electronic Waste,168
2020-06,NEWTON,Graffiti Removal,4684
2020-06,NEWTON,Homeless Encampment,265
2020-06,NEWTON,Illegal Dumping Pickup,747
2020-06,NEWTON,Metal/Household Appliances,417
2020-06,NEWTON,Multiple Streetlight Issue,33
2020-06,NEWTON,Single Streetlight Issue,38
2020-06,NORTH HOLLYWOOD,Bulky Items,4050
2020-06,NORTH HOLLYWOOD,Dead Animal Removal,123
2020-06,NORTH HOLLYWOOD,Electronic Waste,286
2020-06,NORTH HOLLYWOOD,Graffiti Removal,1789
2020-06,NORTH HOLLYWOOD,Homeless Encampment,220
2020-06,NORTH HOLLYWOOD,Illegal Dumping Pickup,485
2020-06,NORTH HOLLYWOOD,Metal/Household Appliances,801
2020-06,NORTH HOLLYWOOD,Multiple Streetlight Issue,22
2020-06,NORTH HOLLYWOOD,Single Streetlight Issue,27
2020-06,NORTHEAST,Bulky Items,5101
2020-06,NORTHEAST,Dead Animal Removal,140
2020-06,NORTHEAST,Electronic Waste,433
2020-06,NORTHEAST,Graffiti Removal,1622
2020-06,NORTHEAST,Homeless Encampment,147
2020-06,NORTHEAST,Illegal Dumping Pickup,429
2020-06,NORTHEAST,Metal/Household Appliances,1108
2020-06,NORTHEAST,Multiple Streetlight Issue,9
2020-06,NORTHEAST,Single Streetlight Issue,27
2020-06,OLYMPIC,Bulky Items,2346
2020-06,OLYMPIC,Dead Animal Removal,38
2020-06,OLYMPIC,Electronic Waste,134
2020-06,OLYMPIC,Graffiti Removal,1114
2020-06,OLYMPIC,Homeless Encampment,199
2020-06,OLYMPIC,Illegal Dumping Pickup,477
2020-06,OLYMPIC,Metal/Household Appliances,342
2020-06,OLYMPIC,Multiple Streetlight Issue,19
2020-06,OLYMPIC,Single Streetlight Issue,32
2020-06,PACIFIC,Bulky Items,3217
2020-06,PACIFIC,Dead Animal Removal,87
